"","V_m_T1_Slot2-9_1_3817","V_m_T2_Slot2-10_1_3814","V_m_T3_Slot2-11_1_3810","V_f_T_Slot2-12_1_3819"
"Kif1a",64888.7275498085,65162.4169685384,70049.264956082,63906.9995620804
"Hspa8",138524.194145402,153783.014952763,148774.976258154,169133.706944257
"Cltc",25933.1456618953,25411.852127288,24236.9467623611,25702.8604511099
"Myh14;Myh9",155458.49137022,163780.871705439,131175.351436499,115958.831387987
"Slc6a15",30785.2708463854,36462.4224355887,39874.4822057432,29244.2194983175
"Zyx",95010.9915754712,91096.0881035023,92455.4620950781,79013.1005233692
"Scyl1",69602.3890942963,65649.8714867166,63156.7111527201,66625.3687859451
"Dync1li1;Dync1li2",9782.57999999999,NA,2192.97,9684.87
"Rnf7",25702.1999997774,24937.5078916514,25124.1177370129,23929.4503443826
"Copa",54765.4526150145,56746.0227049145,57053.736100976,61037.3304326621
"Rimkla",135822.437979574,141959.829918843,136141.550010183,132223.236309337
"Sugt1",106573.546169676,109293.22639761,92992.3345158696,91759.9503334256
"Mtcl1;Soga3",44223.8934746581,47560.2895944967,45877.4999995783,41009.7616989377
"Dclk2",13297.3893342809,16143.17380975,11463.0873475952,NA
"Prkcb",21456.4796613752,20718.3793990323,20773.6349992982,21149.9825668188
"Crot",11800.400961218,15311.7813363014,13972.2687641111,15248.9708186052
"Usp10",80522.8156908071,77688.2975120511,78076.8589796985,74336.2390556414
"Csrp1",108743.141981333,114938.918768873,107743.172571251,89711.1498858801
"Prune1",343718.966722143,371987.685330753,347848.122569391,344446.658805266
"Sqstm1",28112.6372407257,30583.2492137496,26941.0536429265,28262.6726354041
"Pde11a",21548.4256902754,16522.6957733192,26091.2765983638,28941.2242977373
"Ppp6r3",48402.9691759264,47727.0403614807,51048.7116253953,45456.011521737
"Strn4",15149.5743316208,15006.9079323485,8230.44259387314,NA
"Phf5a",22583.385167841,17413.0889700576,20805.173107653,18230.9574394157
"Mtarc2",17393.3043367047,12616.1217499983,15796.3845191372,21127.4274863849
"Ap1b1;Ap2b1",31169.4404898362,33820.5501722805,37481.8650686865,32985.6791994147
"Itga7",26989.6624592484,19475.5939507439,31230.1802670517,16404.0414577757
"Cdc42;Rac1;Rac3",37057.9,35177.9,37968.4,39583.2
"Hcfc1",45690.8879777804,50300.8467225497,45722.8004867571,49639.7980479576
"Ckap5",28285.7762784518,28777.538639188,27284.1224910591,27823.8829879057
"Atad1",29652.1064790975,26892.6031816014,33923.2551277047,29267.47057829
"Cct2",26742.5806520028,27715.1171501699,28323.3888520709,36191.6674235834
"Rangap1",62209.4578988361,59748.8833574815,58626.7293094259,51842.2759151071
"Klc1",124114.775252579,120871.929476416,128338.172291497,110915.713402828
"Flot2",120221.10251391,118394.526443978,115976.062415685,126819.909898816
"Tgoln1",468682.790774818,469457.400677765,471201.68483951,435229.906166387
"Fam169a",121536.067302462,140961.196740349,138393.145227259,155788.72339075
"Twf1",172975.414419816,188573.885698354,163182.629951187,163447.030335155
"Hspa9",26216.6711174858,29853.2132212253,23685.8200087205,31337.2198856609
"Hspa5",61684.5073558965,54483.562384291,65878.0502558565,66743.0574945023
"Slc30a5",21444.3876993457,24923.0412925453,21853.1666502078,24496.2518845855
"Arfgef3",38189.4038104839,32802.7773538428,38936.1561745854,38095.9694486731
"Mre11",38528.760638359,36040.6884633373,40577.7373301669,48466.552858067
"Arf6",17478.5976615548,30866.3949566762,24625.8999997806,24842.5999997786
"Mpz",97071.7397160047,149254.806887127,74000.4209041809,71933.9987891864
"Vps13c",6363.5610729783,5805.26987313598,9069.50579445891,5423.71493420182
"Rpa1",12270.1232875847,12265.9562476694,13203.7387085183,12345.0066942388
"Elavl1",25957.4551749214,26870.5483285523,22828.6701811506,26144.1463633583
"Elavl2;Elavl3;Elavl4",175230.729948581,194812.675011709,194309.052029508,192611.593858332
"Med1",5415.58,6937.96999999999,5205.34,5980.91
"Tceal3;Tceal5",124846.741611911,141717.334909568,98644.4237103929,134351.1006479
"Tbcd",10186.4,8133.49999999999,7861.97,10493.1
"Ttc9",59472.9267893678,54033.2657553723,54839.4133564152,57874.4658982714
"Eif2s2",64250.4487009221,69910.365705756,72983.0718788251,74935.0159680964
"Akap1",27863.1506504131,31846.1915378144,22663.1254473245,25729.7163806735
"Cdkn2d",24568.2,34376.6,NA,37512.3
"Tsnax",21806.9271883017,18947.0151973257,23199.030116142,17526.6689890472
"Emc8",14048.6437310019,13562.7046387418,11729.0737865079,13742.1762729459
"Wdr24",15750.72652491,15384.7165444247,17387.7555738058,19730.7362818181
"Vps26c",46324.7328658687,45004.3888216224,44640.0218878648,45438.8613478668
"Eno1",47854.5827557147,45759.3923727507,49653.8259809466,48940.3745206696
"Phrf1",9017.67,NA,12010.9,15394.3
"Rtf2",9316.55000000001,10390.1,8746.25,NA
"Arf5",47837.0146282038,37508.9330964326,48988.050687983,32729.4716316069
"H4c1",1033568.4576036,1209776.59363963,1227727.04091417,1012880.66181383
"Api5",32729.8301216554,29606.0380449604,34616.6735708436,32194.7565270915
"Nudt9",30151.9670001508,25692.4211318605,29159.8868902866,25760.3448105008
"Slc25a46",140421.016821773,129834.53290485,149995.869524305,142477.341010619
"Osmr",29500.675522129,31337.7797592183,32919.9509339896,30706.9575651979
"Tcp1",75769.4860315484,80086.1063847179,78725.5441677414,86492.766075122
"Pfdn5",50334.1914967153,51970.8327435333,79192.9123033184,57189.5978025158
"Arfrp1",20408.9659711539,19519.0870168266,22772.5843272054,22554.288579049
"Vps16",14645.800100379,11893.7575624767,11516.7210643549,14845.7306884198
"Pip5k1c",25001.3966432574,24392.8485896495,24613.7944697706,24720.7694051293
"Dgke",20608.6113050815,22053.3763443445,27305.2810237739,24282.6976033975
"Ap1b1",20498.0010000342,21360.5974268574,19303.3886553651,26368.3104555566
"Zadh2",18709.4964741724,14382.956256051,21962.0642622502,18514.8789385268
"Ctbp1",23307.1133757046,30355.1794761425,22122.8565671696,26671.9211993723
"As3mt",28523.0289757455,22048.2026281651,21743.5983620148,26213.5866027368
"Arpc2",78701.2260376134,78859.9259374056,82424.7968613723,68202.9637733758
"Rpl26",146686.276037026,157497.546711979,152223.081651772,159090.260718166
"Nr3c1",28827.8989309892,31813.5515444328,18503.2967856119,26316.3184793412
"Rras",16748.4,20398.1,NA,NA
"Epn2",96239.9554260371,92761.4943179264,93471.8598621516,94171.0905865879
"Eif3j1;Eif3j2",166312.721518548,177675.962406141,167327.318169166,170202.752319385
"Tagln2",1519190.03672863,1524678.25149168,1295886.06001455,1068346.77266594
"Emd",171906.932621782,171175.441514098,177445.327197882,172853.336238471
"Tmx3",56771.6999994685,58336.3989220666,57131.6999994653,48765.8360836984
"Atxn10",36645.6511253432,36085.2922222782,42117.186868905,33523.6564823694
"Gripap1",51263.8731999075,50543.3166713342,49829.9823777192,54418.5765518231
"Clgn",98360.2335026999,95352.9409837379,99016.6354521246,102300.492143472
"Ap3s2",273969.941688552,266980.802680541,241860.742766387,215823.883970179
"Skp1",130434.416620445,150099.196799808,120432.479190473,120300.321637708
"Vsnl1",564660.554369877,583557.822209821,599587.478540293,456064.903100276
"Ank1",135557.016030908,136673.820077273,137749.115782285,120174.745024563
"Syt11",44408.0557621335,36411.4448103867,39375.273497615,41700.6321121432
"Itm2b",19151.6577069987,16253.2521679025,18141.0897134488,18858.1787916678
"Tfcp2",10514.7016695735,14028.6744604242,14433.9094874659,10822.3999999128
"Gtpbp1",24712.3,26373,22514.6,21549.4
"Rap1gap",33013.2091312123,44159.547991704,36453.2556193581,34509.9405672722
"Atg2b",42454.0719512683,42581.6778648043,48326.4587018967,45914.5568124081
"Paxbp1",6989.59120907313,8405.4606272232,NA,7191.55949943158
"Clint1",134203.036103007,145638.239832543,123123.003462012,124632.736039936
"Ola1",43695.9202136461,36067.3999996713,37327.4838056323,46369.1916701573
"Dock11",34383.4403590801,35551.8436746961,32853.7176582461,41181.6439482123
"Cherp",38266.4700317274,36486.5709910291,40001.1050601376,42570.1512535432
"Slc25a4",610346.266295449,547857.529773611,446184.92348868,512992.25476746
"Twf2",39305.5034633611,49135.7115138563,46753.8018210483,46165.0359714389
"Npm1",127534.986969015,129964.992672473,123056.009837285,155093.314344085
"Chp1",31170.6172243003,32322.7261500788,27445.4783618922,27938.9072253273
"Serbp1",346615.349691051,391867.28957199,378887.35414978,401351.824289546
"Zfyve16",47942.3925433047,47045.1546841984,44870.176203861,47512.7268138025
"Ap3s1",374906.956472934,389272.661173166,368440.286373285,389779.957634185
"Jakmip1",77949.8122267992,92894.7115298278,77582.9363498969,78803.3654002946
"Capzb",135166.692526923,133300.391611666,139654.732582988,133918.853357433
"N4bp1",19103.1944009542,15281.3302358174,19652.5229041513,22906.7842189205
"Sars1",579339.776372482,670145.828522178,431987.685137785,516299.169921492
"Ogn",12637.247035274,11262.9969655709,12930.6067829727,12818.8217756039
"Myo9a",16667.3465266576,13817.4946054006,17880.517815706,14664.8089768064
"Ythdf2;Ythdf3",23956.9,27141.8,21065.7,17078.5
"Pdlim1",143109.053926396,154941.877276133,133840.746328243,124135.568858196
"G3bp1",62277.1016881752,58218.8072653679,65635.5123141453,65929.9853831515
"Tmx1",22727.0284493666,20793.54768251,24316.4261985014,27934.4559786617
"Hadhb",36265.8878446855,37059.6355731126,32970.0537238704,33894.9896793084
"Pdhb",6411.51,NA,6356.45,NA
"Taf9b",12259.7,16087.7,10718.6,8376.81
"Glo1",506927.966439853,549864.020691196,466451.686778235,512728.817503716
"Ap2a1",24320.6668566135,21340.658364503,22581.31552883,23911.9090294112
"Ldb3",13413.8037813212,7885.3933358367,16741.3591672885,15233.894750662
"Pdlim5",35011.9218264951,34216.8577400337,35985.9343665924,37457.6496866478
"Stx12",16996.4688996192,15274.2743577967,15923.3857437051,21371.7971149486
"Ank2;Ank3",171042.309592074,NA,156961.508787163,100577.372737891
"Pdlim4",24410.6629134968,20321.6586845172,34040.2759961915,25498.6382895122
"Pgrmc2",30243.0153841762,31002.5179131389,35254.8598334588,33187.6576702689
"Ptbp3",61217.1013905649,62031.0336125889,70065.9273960782,72516.0056273202
"Eif3h",72738.0306275201,69710.9052757305,62396.0996908698,65342.5947721386
"Hbb-b1",27403.2849544209,32805.6103095784,29450.9879865449,39143.7506963715
"Prdx6",127031.127437164,117167.387504301,115697.062282579,137863.75260654
"Arhgap35",32299.1331216746,27288.498605023,32240.6238948842,29569.2268935957
"Col28a1",33355.8885479593,34185.5798177968,28568.0081678751,33949.8449461601
"Pygb",699067.940970576,752073.727215368,657186.069140187,564177.594391891
"Kcnq2",25142.1893216717,20956.3757769742,25897.4550924588,24882.943446824
"Pik3c3",54582.322553778,50946.2214795891,46185.3940403393,55211.7424788494
"Calm1;Calm2;Calm3",2940237.64446925,3030898.2327789,2868601.18913947,2203728.98341138
"Akap2",60384.6695069407,58682.7381325844,66446.2649371788,59931.4597626049
"Pak2",65883.9478725375,65450.1631899235,63479.0999994018,59806.8078178649
"Them6",15675.7,17167.9,20912.1,17428.6
"Ahcyl2",2852.47,6949.48,7345.68000000001,NA
"Eif4e",60135.4596186432,69012.8415529828,68484.3407344957,81840.1391849275
"Aplf",13858.4,11372.3,8021.74999999999,9530.31999999999
"Lbh",47881.2639341462,48641.3164912548,58950.8595803454,50975.9296634237
"Sphk2",57249.3992654145,46995.6628584531,33190.7437778131,59498.7539149312
"Ubap2",407505.748516926,396859.42241388,353130.442614961,387286.220834857
"Rack1",61918.9358475416,61130.3491465137,58274.4679881267,56810.1424394169
"Rcc2",3930.12,NA,4655.19,5134.38
"Vim",298631.779360569,313842.660701013,302047.543379147,268080.76390327
"Sod1",76865.7736147805,108198.771688799,87569.9221224502,97226.2143688725
"Cnn2",13011.1,17705.5,17293.2,NA
"Cadm3",59794.0566597279,52389.3846928746,73961.3403827243,65935.0193208523
"Ywhaz",16383.4405550018,18085.6999167891,16834.7453283125,16293.4898339308
"Serpinb1a",53708.272740212,38561.9089756555,60431.0120227507,38848.2107725575
"Ndufv2",29781.4270063407,27334.9235812764,25297.9060943159,26926.1388731373
"Naca",57037.2351791975,62308.7810255794,62879.2359608319,65484.4044688982
"Psip1",35811.8410002448,36648.4211727166,35555.650433812,28786.7600093552
"Dpysl2",1192619.40079589,1255385.53343943,1035950.45268792,1017500.83698311
"Rpl5",25240.0983301323,20930.4631844741,20242.6182900858,29637.4808412456
"Gsk3b",100072.566508192,100261.053493793,96130.6088626867,85867.5873137506
"Map2k4",27057.8215817146,28690.3329606244,28690.3178195591,25345.2271835899
"Ddx42",46983.2399220887,48800.6566734504,51466.468859064,51132.6320478708
"Pitpnc1",54412.1768376523,76284.9471157251,60887.2060787017,56571.7667179954
"Gabbr1",60558.2716720234,61773.4603479295,66661.445144029,62062.8658813294
"Lrrc47",NA,18730.9830878257,24295.5210168051,25148.2689849245
"Ube2m",163990.500843449,169604.306341107,166775.65063966,160147.203603791
"Yipf3",12124.8,10086.3,9085.92999999999,8674.93
"Cdc42bpa;Cdc42bpb",21410.994912543,29061.6494373679,24407.7869137612,24662.2413990642
"Rps6",122647.706375909,111387.00887745,153083.026789306,113283.559371006
"Ap2b1",15826.1356684652,18187.2178742746,20725.6178711076,15317.2626448977
"Pgm2l1",8403.28784655847,12569.8266100919,14412.757293314,15183.0531136806
"Rps26",8747.84000000001,8754.99,11183.5,11720.6
"Snw1",14199.861399772,14560.7977610268,17727.9550717085,17687.0597040791
"Gpatch8",28515.0392096886,21888.7447768547,30087.9277292614,26231.0302374784
"Rnmt",95754.6199924757,108006.875674973,118265.910994041,90073.6127542071
"Atp2a2",19038.2947012699,16527.0064237311,22399.8101562236,19410.3580136804
"Papss1",NA,14704.7247592296,13669.2008108547,15350.8805345821
"Cpne3;Cpne6",95686.2000000001,NA,95547.3,108280
"Cpne1",21746.0376829109,21910.7723790421,21759.3264346721,22896.6265862407
"Ddx3x;Ddx3y",323707.479934504,357203.371777435,267653.456616785,326463.336894296
"Kif5a",54932.5126663626,57860.4189360514,48069.0296730199,38156.6541921716
"Strbp",23379.383175326,22707.7965574708,22163.9600748571,15482.1178571055
"Ablim1;Dmtn",NA,24236.4,NA,25934.8
"Ldha",42352.2025324955,35468.7088401098,39065.7261346522,38910.0975634504
"Parva",22470.0222123174,23174.9814741126,26312.2372868166,17504.3438805171
"Rgs3",183439.921662778,195692.626328428,198659.062247582,217049.789665376
"Hnrnpk",867594.726830622,922876.592501951,892473.342058586,935386.745560789
"Gatad2b",8284.94999993539,9544.65999992556,6526.7499999491,11760.3999999083
"Gcn1",14648.9780533936,12555.3153742974,17173.3026706763,20978.8941124982
"Prpf40b",13240.1,7937.44,13465.8,9259.91000000001
"Zcchc17",10605.6,11020.3,22936.3,12888.3
"Mdh1",103997.366980484,101692.075058498,99093.7102626216,95933.2418479667
"Lmna",47719.9469526788,48150.0080268922,46910.2142721808,47350.5291553969
"Rbm39",15935.0160655051,16090.4792312096,14066.8970184641,14579.4924944233
"Ndrg3",42462.492536036,43459.2649315215,29655.1542728955,37454.6280029701
"Strada",16503.0387588097,12448.5192325341,15475.5362626561,14395.3999998817
"Wdr18",13061.6036018165,12385.4585740773,12092.7786765873,13972.4912273608
"Ckb",93150.2046785389,88400.8438421744,61541.848519584,70354.6868184131
"Pagr1a",1816.64,NA,5483.44,NA
"Plekho2",20762.4598660004,19854.6147204465,22575.369942808,17703.3081214774
"Cep170;Cep170b",218024.727163696,200388.999997906,197920.212397263,205428.732786859
"Gdi2",17895.1,24621.8,13585.8,11225.8
"Tnrc6b",25878.0934344818,34374.2021129032,27991.5190749183,33534.320711298
"Gpalpp1",10490.9,13254.2,13177,9261.25999999999
"Bcat1",33496.9565255803,33152.0179835803,39480.3714018826,31684.4902671818
"Rps6ka5",30338.6207072405,41860.2172560161,36359.5758496608,27392.464085169
"Cdk16",16519.1597653147,12424.7239955848,10852.0797834032,15052.3165222769
"Grpel1",6064.53,7242.59,9704.35,6340.87
"Znf598",24943.9915495543,27395.7592458089,28924.6407853074,31799.6335970126
"Mccc1",84601.1502395749,88029.5131388588,93135.5366921262,69040.7178504032
"Pirt",23604.1605225685,25605.3903092332,22672.7141084414,31018.7118572963
"Actr2",58193.5794475154,52008.2233516625,67352.8909943523,61943.047557452
"Atp6v0a1",14731.6,11067.6,9875.66,20581.4
"Pgls",17164.5999998576,15558.5039715687,14783.3457260417,18141.719045907
"Plpbp",62232.3591120521,64387.2211521518,57802.6200759435,56335.6034915588
"Cyld",18568.9744427129,23483.5210873209,18021.0082737008,23123.5789177628
"Zdhhc2",17467.1,NA,19307.4,NA
"Slc12a2",11270.5999999116,8047.09878783461,9878.35829229615,9768.98582914285
"Ccdc174",6743.21,NA,NA,NA
"Csdc2",26065.6,NA,32300,31009.5
"Psmd13",15989.8075749883,14706.4022528676,15751.6228569727,18243.5052716072
"Slc2a1",294948.968432962,284991.1160054,272159.393173909,223063.763970918
"Pde4dip",8866.22105021594,9119.07354722498,5015.39490655989,7220.40416973505
"Ttbk2",5278.99351662093,7763.31836082555,8930.8509119277,6184.92236050164
"Snap47",79599.3461112391,90131.6720764978,86695.4471213781,81510.2464168208
"Sec22b",1004693.47825371,1009389.46628461,959562.494773442,1079237.57686651
"Stmn1;Stmn2",792823.03889152,850044.303754685,514198.168415546,539054.601518616
"Anp32e",10774.4,8296.02,11534.6,8692.79
"Actbl2",71239.3470753014,80066.6290757995,73679.4996214788,82472.5080358584
"Ppme1",209530.114937534,221296.322571254,199349.232116929,187412.399918298
"Shisa4",7256.82,10252.1,14524.5,NA
"Lrrc58",13434.1794720641,12740.9481661303,13538.2732723291,15236.7720215431
"Rint1",133490.431845029,139285.691910754,128513.631051243,131508.289132661
"Gphn",49157.831801032,40853.3523476043,39167.559242238,48799.9124720695
"Tdrkh",56424.8109876449,50334.8157425855,59141.6939414474,59461.4590364088
"Miga2",17035.9434402867,15587.5903644565,14673.6511508799,12996.9014891306
"Gspt1;Gspt2",73047.782209366,62829.9660107765,78477.095796761,58898.0978269793
"Dnm1",46025.0808886434,41219.7071778296,44827.9394375673,47920.4850785832
"Mtmr3",21160.0245719005,22551.4879358036,29225.5081126698,29017.0830491409
"Nup93",15478.8758382805,16279.8785911199,23054.890011282,18985.6329943935
"Pip4k2a",17748.5911687546,23241.6959492526,24285.5337949957,19068.5964261313
"Rsu1",14179.8094573116,10027.6438564306,16735.6594641572,16372.5360446983
"Washc2",183068.456655693,189746.330874685,195616.946553832,209652.83604686
"Ube2q1;Ube2q2",46355.3,NA,41890.8,42455
"Crmp1;Dpysl4",80517.2,NA,76580.2,63058
"Glrx3",29356.7054096832,29191.809079581,27062.5105214501,29034.4671598256
"Gdap1l1",63023.0634494445,59941.0686957202,39667.4235827698,43925.1998357935
